tab	specimens																					
analysts	citations	dir_alpha95	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	instrument_codes	int_corr	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen	volume	weight
	This study		HT	0	212.7	27.4	2.3	2	8	0	hargrave 2018-11-14 02:02:31	u	962	947	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.29	pmagpy-4.2.17: demag_gui	BRa.29a		
	This study		MT	10.6	227.4	32	13.9	2	18	0	hargrave 2018-11-14 02:02:31	u	928	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.29	pmagpy-4.2.17: demag_gui	BRa.29a		
	This study		HT	0	237.9	6.4	2.3	2	8	100	hargrave 2018-11-14 02:02:31	u	962	947	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.29	pmagpy-4.2.17: demag_gui	BRa.29a		
	This study		MT	10.6	246.4	-4.2	13.9	2	18	100	hargrave 2018-11-14 02:02:31	u	928	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.29	pmagpy-4.2.17: demag_gui	BRa.29a		
	This study		MT	13.7	243.5	10.7	5.3	2	15	-1	hargrave 2018-11-14 01:19:00	u	903	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRa.2	pmagpy-4.2.17: demag_gui	BRa.2a		
	This study		HT	0	210.7	-14.5	4.6	2	9	-1	hargrave 2018-11-14 01:19:00	u	962	944	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	BRa.2	pmagpy-4.2.17: demag_gui	BRa.2a		
	This study		MT	13.7	249.4	27.5	5.3	2	15	0	hargrave 2018-11-14 01:19:00	u	903	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.2	pmagpy-4.2.17: demag_gui	BRa.2a		
	This study		HT	0	202.1	30.9	4.6	2	9	0	hargrave 2018-11-14 01:19:00	u	962	944	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.2	pmagpy-4.2.17: demag_gui	BRa.2a		
	This study		MT	13.7	252	-23	5.3	2	15	100	hargrave 2018-11-14 01:19:00	u	903	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.2	pmagpy-4.2.17: demag_gui	BRa.2a		
	This study		HT	0	239.3	16.2	4.6	2	9	100	hargrave 2018-11-14 01:19:00	u	962	944	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.2	pmagpy-4.2.17: demag_gui	BRa.2a		
	This study		MT	4.9	351	58.5	5.9	2	18	-1	hargrave 2018-11-14 02:03:39	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRa.31	pmagpy-4.2.17: demag_gui	BRa.31a		
	This study		HT	0	337.7	59.9	2	2	12	-1	hargrave 2018-11-14 02:03:39	u	962	933	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	BRa.31	pmagpy-4.2.17: demag_gui	BRa.31a		
	This study		MT	4.9	249.8	39.6	5.9	2	18	0	hargrave 2018-11-14 02:03:39	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.31	pmagpy-4.2.17: demag_gui	BRa.31a		
	This study		HT	0	241.1	41.9	2	2	12	0	hargrave 2018-11-14 02:03:39	u	962	933	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.31	pmagpy-4.2.17: demag_gui	BRa.31a		
	This study		MT	4.9	262.4	-15.9	5.9	2	18	100	hargrave 2018-11-14 02:03:39	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.31	pmagpy-4.2.17: demag_gui	BRa.31a		
	This study		HT	0	260.3	-9.3	2	2	12	100	hargrave 2018-11-14 02:03:39	u	962	933	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.31	pmagpy-4.2.17: demag_gui	BRa.31a		
	This study		MT	2.8	23.7	56.2	9.7	2	17	-1	hargrave 2018-11-14 02:05:40	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRa.32	pmagpy-4.2.17: demag_gui	BRa.32a		
	This study		HT	0	19.4	55.6	1.1	2	12	-1	hargrave 2018-11-14 02:05:40	u	962	933	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	BRa.32	pmagpy-4.2.17: demag_gui	BRa.32a		
	This study		MT	2.8	244.5	44.1	9.7	2	17	0	hargrave 2018-11-14 02:05:40	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.32	pmagpy-4.2.17: demag_gui	BRa.32a		
	This study		HT	0	241.3	43.1	1.1	2	12	0	hargrave 2018-11-14 02:05:40	u	962	933	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.32	pmagpy-4.2.17: demag_gui	BRa.32a		
	This study		MT	2.8	263.6	-10.1	9.7	2	17	100	hargrave 2018-11-14 02:05:40	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.32	pmagpy-4.2.17: demag_gui	BRa.32a		
	This study		HT	0	261.5	-8.7	1.1	2	12	100	hargrave 2018-11-14 02:05:40	u	962	933	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.32	pmagpy-4.2.17: demag_gui	BRa.32a		
	This study		HT	0	32.6	65.4	1.2	2	8	-1	hargrave 2018-11-14 02:06:47	u	962	947	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	BRa.33	pmagpy-4.2.17: demag_gui	BRa.33a		
	This study		MT	2.6	40.1	67	6.9	2	18	-1	hargrave 2018-11-14 02:06:47	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRa.33	pmagpy-4.2.17: demag_gui	BRa.33a		
	This study		HT	0	243.8	34.8	1.2	2	8	0	hargrave 2018-11-14 02:06:47	u	962	947	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.33	pmagpy-4.2.17: demag_gui	BRa.33a		
	This study		MT	2.6	246.4	37.5	6.9	2	18	0	hargrave 2018-11-14 02:06:47	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.33	pmagpy-4.2.17: demag_gui	BRa.33a		
	This study		HT	0	255.5	-14.9	1.2	2	8	100	hargrave 2018-11-14 02:06:47	u	962	947	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.33	pmagpy-4.2.17: demag_gui	BRa.33a		
	This study		MT	2.6	259	-15.1	6.9	2	18	100	hargrave 2018-11-14 02:06:47	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.33	pmagpy-4.2.17: demag_gui	BRa.33a		
	This study		HT	0	270.5	39.2	1.8	2	8	-1	hargrave 2018-11-14 02:07:53	u	962	947	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	BRa.34	pmagpy-4.2.17: demag_gui	BRa.34a		
	This study		MT	0.6	271.9	41.8	16.5	2	18	-1	hargrave 2018-11-14 02:07:53	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRa.34	pmagpy-4.2.17: demag_gui	BRa.34a		
	This study		HT	0	254.2	36.6	1.8	2	8	0	hargrave 2018-11-14 02:07:53	u	962	947	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.34	pmagpy-4.2.17: demag_gui	BRa.34a		
	This study		MT	0.6	256.8	38.5	16.5	2	18	0	hargrave 2018-11-14 02:07:53	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.34	pmagpy-4.2.17: demag_gui	BRa.34a		
	This study		HT	0	262.4	-20.6	1.8	2	8	100	hargrave 2018-11-14 02:07:53	u	962	947	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.34	pmagpy-4.2.17: demag_gui	BRa.34a		
	This study		MT	0.6	265.3	-20.7	16.5	2	18	100	hargrave 2018-11-14 02:07:53	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.34	pmagpy-4.2.17: demag_gui	BRa.34a		
	This study		MT	19.3	127.6	25.7	17.6	2	16	-1	hargrave 2018-11-14 02:09:01	u	923	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRa.35	pmagpy-4.2.17: demag_gui	BRa.35a		
	This study		HT	0	101.9	38.9	3.6	2	8	-1	hargrave 2018-11-14 02:09:01	u	962	933	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	BRa.35	pmagpy-4.2.17: demag_gui	BRa.35a		
	This study		MT	19.3	229.7	38.7	17.6	2	16	0	hargrave 2018-11-14 02:09:01	u	923	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.35	pmagpy-4.2.17: demag_gui	BRa.35a		
	This study		HT	0	197	39.6	3.6	2	8	0	hargrave 2018-11-14 02:09:01	u	962	933	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.35	pmagpy-4.2.17: demag_gui	BRa.35a		
	This study		MT	19.3	253.4	-3.1	17.6	2	16	100	hargrave 2018-11-14 02:09:01	u	923	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.35	pmagpy-4.2.17: demag_gui	BRa.35a		
	This study		HT	0	247.8	21.5	3.6	2	8	100	hargrave 2018-11-14 02:09:01	u	962	933	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.35	pmagpy-4.2.17: demag_gui	BRa.35a		
	This study		HT	0	313.3	59.2	3.1	2	10	-1	hargrave 2018-11-14 02:10:12	u	962	941	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	BRa.36	pmagpy-4.2.17: demag_gui	BRa.36a		
	This study		MT	11.4	337.6	65.8	8.3	2	18	-1	hargrave 2018-11-14 02:10:12	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRa.36	pmagpy-4.2.17: demag_gui	BRa.36a		
	This study		HT	0	199.7	35.5	3.1	2	10	0	hargrave 2018-11-14 02:10:12	u	962	941	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.36	pmagpy-4.2.17: demag_gui	BRa.36a		
	This study		MT	11.4	215.5	37.9	8.3	2	18	0	hargrave 2018-11-14 02:10:12	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.36	pmagpy-4.2.17: demag_gui	BRa.36a		
	This study		HT	0	243.7	18.9	3.1	2	10	100	hargrave 2018-11-14 02:10:12	u	962	941	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.36	pmagpy-4.2.17: demag_gui	BRa.36a		
	This study		MT	11.4	248.8	7	8.3	2	18	100	hargrave 2018-11-14 02:10:12	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.36	pmagpy-4.2.17: demag_gui	BRa.36a		
	This study		HT	0	151.4	-7.3	2.3	2	9	-1	hargrave 2018-11-14 01:20:13	u	962	944	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	BRa.3	pmagpy-4.2.17: demag_gui	BRa.3a		
	This study		MT	24	198.9	-7.1	3.9	2	15	-1	hargrave 2018-11-14 01:20:13	u	903	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRa.3	pmagpy-4.2.17: demag_gui	BRa.3a		
	This study		HT	0	189.5	27.5	2.3	2	9	0	hargrave 2018-11-14 01:20:13	u	962	944	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.3	pmagpy-4.2.17: demag_gui	BRa.3a		
	This study		MT	24	243.9	30.5	3.9	2	15	0	hargrave 2018-11-14 01:20:13	u	903	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.3	pmagpy-4.2.17: demag_gui	BRa.3a		
	This study		HT	0	234	26.6	2.3	2	9	100	hargrave 2018-11-14 01:20:13	u	962	944	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.3	pmagpy-4.2.17: demag_gui	BRa.3a		
	This study		MT	24	251.8	-17.3	3.9	2	15	100	hargrave 2018-11-14 01:20:13	u	903	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.3	pmagpy-4.2.17: demag_gui	BRa.3a		
	This study		MT	20.3	214.5	19.6	3.7	2	15	-1	hargrave 2018-11-14 01:23:57	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRa.4	pmagpy-4.2.17: demag_gui	BRa.4a		
	This study		HT	0	170.1	9.4	3.6	2	8	-1	hargrave 2018-11-14 01:23:57	u	960	944	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	BRa.4	pmagpy-4.2.17: demag_gui	BRa.4a		
	This study		MT	20.3	243.5	33.2	3.7	2	15	0	hargrave 2018-11-14 01:23:57	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.4	pmagpy-4.2.17: demag_gui	BRa.4a		
	This study		HT	0	193	26.2	3.6	2	8	0	hargrave 2018-11-14 01:23:57	u	960	944	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.4	pmagpy-4.2.17: demag_gui	BRa.4a		
	This study		MT	20.3	254	-15.6	3.7	2	15	100	hargrave 2018-11-14 01:23:57	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.4	pmagpy-4.2.17: demag_gui	BRa.4a		
	This study		HT	0	233	23.3	3.6	2	8	100	hargrave 2018-11-14 01:23:57	u	960	944	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.4	pmagpy-4.2.17: demag_gui	BRa.4a		
	This study		MT	29.9	258.1	31.5	4.8	2	15	-1	hargrave 2018-11-14 01:25:06	u	903	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRa.5	pmagpy-4.2.17: demag_gui	BRa.5a		
	This study		HT	0	218.2	-6.8	1.6	2	12	-1	hargrave 2018-11-14 01:25:06	u	962	933	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	BRa.5	pmagpy-4.2.17: demag_gui	BRa.5a		
	This study		MT	29.9	238.1	31.7	4.8	2	15	0	hargrave 2018-11-14 01:25:06	u	903	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.5	pmagpy-4.2.17: demag_gui	BRa.5a		
	This study		HT	0	178.1	21.3	1.6	2	12	0	hargrave 2018-11-14 01:25:06	u	962	933	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.5	pmagpy-4.2.17: demag_gui	BRa.5a		
	This study		MT	29.9	250.3	-12.4	4.8	2	15	100	hargrave 2018-11-14 01:25:06	u	903	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.5	pmagpy-4.2.17: demag_gui	BRa.5a		
	This study		HT	0	225.6	36.3	1.6	2	12	100	hargrave 2018-11-14 01:25:06	u	962	933	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.5	pmagpy-4.2.17: demag_gui	BRa.5a		
	This study		HT	0	226.1	0.8	2.2	2	12	-1	hargrave 2018-11-14 01:26:16	u	962	933	K	LP-DIR-T:DE-BFL-A:DA-DIR	b	BRa.6	pmagpy-4.2.17: demag_gui	BRa.6a		
	This study		MT	17.1	241.4	21.1	5.7	2	18	-1	hargrave 2018-11-14 01:26:16	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR	b	BRa.6	pmagpy-4.2.17: demag_gui	BRa.6a		
	This study		HT	0	142.3	23	2.2	2	12	0	hargrave 2018-11-14 01:26:16	u	962	933	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	b	BRa.6	pmagpy-4.2.17: demag_gui	BRa.6a		
	This study		MT	17.1	168.6	33	5.7	2	18	0	hargrave 2018-11-14 01:26:16	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	b	BRa.6	pmagpy-4.2.17: demag_gui	BRa.6a		
	This study		HT	0	231.6	69.2	2.2	2	12	100	hargrave 2018-11-14 01:26:16	u	962	933	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	b	BRa.6	pmagpy-4.2.17: demag_gui	BRa.6a		
	This study		MT	17.1	241.2	44.5	5.7	2	18	100	hargrave 2018-11-14 01:26:16	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	b	BRa.6	pmagpy-4.2.17: demag_gui	BRa.6a		
	This study		MT	9.2	155.1	-6.5	4.7	2	14	-1	hargrave 2018-11-14 01:27:29	u	893	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRa.7	pmagpy-4.2.17: demag_gui	BRa.7a		
	This study		HT	0	142.7	2.2	8.3	2	12	-1	hargrave 2018-11-14 01:27:29	u	962	933	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	BRa.7	pmagpy-4.2.17: demag_gui	BRa.7a		
	This study		MT	9.2	249.7	55.3	4.7	2	14	0	hargrave 2018-11-14 01:27:29	u	893	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.7	pmagpy-4.2.17: demag_gui	BRa.7a		
	This study		HT	0	225.9	50.1	8.3	2	12	0	hargrave 2018-11-14 01:27:29	u	962	933	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.7	pmagpy-4.2.17: demag_gui	BRa.7a		
	This study		MT	9.2	274.6	-5.7	4.7	2	14	100	hargrave 2018-11-14 01:27:29	u	893	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.7	pmagpy-4.2.17: demag_gui	BRa.7a		
	This study		HT	0	262.8	3.9	8.3	2	12	100	hargrave 2018-11-14 01:27:29	u	962	933	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.7	pmagpy-4.2.17: demag_gui	BRa.7a		
	This study		HT	0	178	6.4	2.7	2	3	-1	hargrave 2018-11-14 02:34:10	u	944	933	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	BRa.8	pmagpy-4.2.17: demag_gui	BRa.8a		
	This study		MT	8.4	195.6	17.1	2.6	2	18	-1	hargrave 2018-11-14 02:34:10	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRa.8	pmagpy-4.2.17: demag_gui	BRa.8a		
	This study		HT	0	224.7	26.4	2.7	2	3	0	hargrave 2018-11-14 02:34:10	u	944	933	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.8	pmagpy-4.2.17: demag_gui	BRa.8a		
	This study		MT	8.4	245.5	36.3	2.6	2	18	0	hargrave 2018-11-14 02:34:10	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.8	pmagpy-4.2.17: demag_gui	BRa.8a		
	This study		HT	0	240.3	-4.1	2.7	2	3	100	hargrave 2018-11-14 02:34:10	u	944	933	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.8	pmagpy-4.2.17: demag_gui	BRa.8a		
	This study		MT	8.4	257.5	-15.2	2.6	2	18	100	hargrave 2018-11-14 02:34:10	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.8	pmagpy-4.2.17: demag_gui	BRa.8a		
	This study		MT	12.2	190.1	-11.8	8.2	2	17	-1	hargrave 2018-11-14 01:30:09	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRa.9	pmagpy-4.2.17: demag_gui	BRa.9a		
	This study		HT	0	175.8	-18.8	2.7	2	8	-1	hargrave 2018-11-14 01:30:09	u	962	947	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	BRa.9	pmagpy-4.2.17: demag_gui	BRa.9a		
	This study		MT	12.2	220.5	31.5	8.2	2	17	0	hargrave 2018-11-14 01:30:09	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.9	pmagpy-4.2.17: demag_gui	BRa.9a		
	This study		HT	0	204.5	25.1	2.7	2	8	0	hargrave 2018-11-14 01:30:09	u	962	947	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.9	pmagpy-4.2.17: demag_gui	BRa.9a		
	This study		MT	12.2	243.9	1.1	8.2	2	17	100	hargrave 2018-11-14 01:30:09	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.9	pmagpy-4.2.17: demag_gui	BRa.9a		
	This study		HT	0	233.9	13	2.7	2	8	100	hargrave 2018-11-14 01:30:09	u	962	947	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.9	pmagpy-4.2.17: demag_gui	BRa.9a		
	This study		MT	6.3	180.8	-3.4	14.3	2	16	-1	hargrave 2018-01-25 12:27:53	u	947	823	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.10	pmagpy-4.2.17: demag_gui	BRIC.10a		
	This study		HT	21.1	172	-25.7	16.1	2	6	-1	hargrave 2018-01-25 12:27:53	u	960	951	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.10	pmagpy-4.2.17: demag_gui	BRIC.10a		
	This study		MT	6.3	220.7	15.6	14.3	2	16	0	hargrave 2018-01-25 12:27:53	u	947	823	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.10	pmagpy-4.2.17: demag_gui	BRIC.10a		
	This study		HT	21.1	212.6	-6.9	16.1	2	6	0	hargrave 2018-01-25 12:27:53	u	960	951	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.10	pmagpy-4.2.17: demag_gui	BRIC.10a		
	This study		MT	6.3	228.9	-4.2	14.3	2	16	100	hargrave 2018-01-25 12:27:53	u	947	823	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.10	pmagpy-4.2.17: demag_gui	BRIC.10a		
	This study		HT	21.1	205	-3.3	16.1	2	6	100	hargrave 2018-01-25 12:27:53	u	960	951	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.10	pmagpy-4.2.17: demag_gui	BRIC.10a		
	This study		MT	2.9	177.4	38.4	7.8	1	22	-1	hargrave 2018-04-11 09:29:43	u	957	798	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.11	pmagpy-4.2.17: demag_gui	BRIC.11a		
	This study		MT	2.9	164.7	60.3	7.8	1	22	0	hargrave 2018-04-11 09:29:43	u	957	798	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.11	pmagpy-4.2.17: demag_gui	BRIC.11a		
	This study		MT	2.9	276.1	36.6	7.8	1	22	100	hargrave 2018-04-11 09:29:43	u	957	798	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.11	pmagpy-4.2.17: demag_gui	BRIC.11a		
	This study		MT	4.7	238.6	43.4	3.9	2	11	-1	hargrave 2018-04-11 09:30:58	u	945	873	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.12	pmagpy-4.2.17: demag_gui	BRIC.12a		
	This study		HT	2.8	225.7	42.1	8.4	2	7	-1	hargrave 2018-04-11 09:30:58	u	961	951	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.12	pmagpy-4.2.17: demag_gui	BRIC.12a		
	This study		MT	4.7	196.1	51.6	3.9	2	11	0	hargrave 2018-04-11 09:30:58	u	945	873	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.12	pmagpy-4.2.17: demag_gui	BRIC.12a		
	This study		HT	2.8	182.3	56.9	8.4	2	7	0	hargrave 2018-04-11 09:30:58	u	961	951	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.12	pmagpy-4.2.17: demag_gui	BRIC.12a		
	This study		MT	4.7	260.8	22.5	3.9	2	11	100	hargrave 2018-04-11 09:30:58	u	945	873	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.12	pmagpy-4.2.17: demag_gui	BRIC.12a		
	This study		HT	2.8	267.8	29.7	8.4	2	7	100	hargrave 2018-04-11 09:30:58	u	961	951	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.12	pmagpy-4.2.17: demag_gui	BRIC.12a		
	This study		MT	91.4	340.5	34.4	12.3	2	13	-1	hargrave 2018-01-25 12:32:25	u	923	723	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.13	pmagpy-4.2.17: demag_gui	BRIC.13a		
	This study		HT	6.1	106	-42.1	21	2	14	-1	hargrave 2018-01-25 12:32:25	u	960	923	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.13	pmagpy-4.2.17: demag_gui	BRIC.13a		
	This study		MT	91.4	256.9	-0.9	12.3	2	13	0	hargrave 2018-01-25 12:32:25	u	923	723	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.13	pmagpy-4.2.17: demag_gui	BRIC.13a		
	This study		HT	6.1	41.4	-24.3	21	2	14	0	hargrave 2018-01-25 12:32:25	u	960	923	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.13	pmagpy-4.2.17: demag_gui	BRIC.13a		
	This study		MT	91.4	226.6	-43.6	12.3	2	13	100	hargrave 2018-01-25 12:32:25	u	923	723	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.13	pmagpy-4.2.17: demag_gui	BRIC.13a		
	This study		HT	6.1	57.4	2	21	2	14	100	hargrave 2018-01-25 12:32:25	u	960	923	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.13	pmagpy-4.2.17: demag_gui	BRIC.13a		
	This study		MT	72.7	318.8	15.9	20.2	2	12	-1	hargrave 2018-03-08 15:28:25	u	928	798	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.14	pmagpy-4.2.17: demag_gui	BRIC.14a		
	This study		HT	5.8	24.9	-48.1	5.6	2	11	-1	hargrave 2018-03-08 15:28:25	u	957	928	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.14	pmagpy-4.2.17: demag_gui	BRIC.14a		
	This study		MT	72.7	248.3	-6.4	20.2	2	12	0	hargrave 2018-03-08 15:28:25	u	928	798	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.14	pmagpy-4.2.17: demag_gui	BRIC.14a		
	This study		HT	5.8	346.9	-70.8	5.6	2	11	0	hargrave 2018-03-08 15:28:25	u	957	928	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.14	pmagpy-4.2.17: demag_gui	BRIC.14a		
	This study		MT	72.7	216.1	-37.3	20.2	2	12	100	hargrave 2018-03-08 15:28:25	u	928	798	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.14	pmagpy-4.2.17: demag_gui	BRIC.14a		
	This study		HT	5.8	105.5	-29.6	5.6	2	11	100	hargrave 2018-03-08 15:28:25	u	957	928	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.14	pmagpy-4.2.17: demag_gui	BRIC.14a		
	This study		MT	13.3	224.9	48.6	10.4	1	10	-1	hargrave 2018-03-08 15:31:08	u	943	873	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.15	pmagpy-4.2.17: demag_gui	BRIC.15a		
	This study		MT	13.3	208.7	62.1	10.4	1	10	0	hargrave 2018-03-08 15:31:08	u	943	873	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.15	pmagpy-4.2.17: demag_gui	BRIC.15a		
	This study		MT	13.3	272.1	16	10.4	1	10	100	hargrave 2018-03-08 15:31:08	u	943	873	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.15	pmagpy-4.2.17: demag_gui	BRIC.15a		
	This study		MT	0.7	120.2	34.1	1.3	1	15	-1	hargrave 2018-01-25 12:33:52	u	957	903	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.16	pmagpy-4.2.17: demag_gui	BRIC.16a		
	This study		MT	0.7	243.1	41.2	1.3	1	15	0	hargrave 2018-01-25 12:33:52	u	957	903	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.16	pmagpy-4.2.17: demag_gui	BRIC.16a		
