tab	locations
location	age	age_high	age_low	age_unit	lat_n	lat_s	lon_e	lon_w	geologic_classes	lithologies	location_type	analysts	citations
Bad River, Wisconsin	1075	1080	1040	Ma	46.3866	46.3852	269.3663	269.3627	Sedimentary	Siltstone	Outcrop		This study
>>>>>>>>>>
tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
BRa.22a:LP-DIR-T33.0	BRa.22a:LP-DIR-T	BRa.22a	1	126.7	-7.1	0	0	0	0	33	960	This study	hargrave 2018-11-13 19:54:49	LT-T-Z:LP-DIR-T	g	509	u	8	273			pmagpy-4.2.5	5.63e-08	1.15e-09	6.25e-10	4.72e-10
BRa.22a:LP-DIR-T34.0	BRa.22a:LP-DIR-T	BRa.22a	2	130.5	-4.8	0	0	0	0	34	962	This study	hargrave 2018-11-14 01:49:22	LT-T-Z:LP-DIR-T	g	510	u	8	273			pmagpy-4.2.5	2.32e-08	5.55e-10	1.4199999999999999e-09	2.21e-10
BRa.23a:LP-DIR-T	BRa.23a:LP-DIR-T	BRa.23a	2.3	21.0	45.1	0	0	0	0	0	273	This study	hargrave 2017-08-30 13:23:47	LT-NO:LP-DIR-T	g	511	u	8	273			pmagpy-4.2.5	2.62e-07	7.41e-09	6.990000000000001e-09	4.4799999999999994e-09
BRa.23a:LP-DIR-T1.0	BRa.23a:LP-DIR-T	BRa.23a	2	21.3	44.3	0	0	0	0	1	373	This study	hargrave 2017-09-11 16:00:49	LT-T-Z:LP-DIR-T	g	512	u	8	273			pmagpy-4.2.5	2.58e-07	6.21e-09	4.84e-09	5.15e-09
BRa.23a:LP-DIR-T2.0	BRa.23a:LP-DIR-T	BRa.23a	4.4	17.6	42.6	0	0	0	0	2	473	This study	hargrave 2017-09-18 13:40:49	LT-T-Z:LP-DIR-T	g	513	u	8	273			pmagpy-4.2.5	2.51e-07	8.15e-09	1.74e-08	3.73e-09
BRa.23a:LP-DIR-T3.0	BRa.23a:LP-DIR-T	BRa.23a	1.8	19.5	41.8	0	0	0	0	3	573	This study	hargrave 2017-09-20 12:47:52	LT-T-Z:LP-DIR-T	g	514	u	8	273			pmagpy-4.2.5	2.4199999999999997e-07	4.78e-09	4.770000000000001e-09	4.0999999999999995e-09
BRa.23a:LP-DIR-T4.0	BRa.23a:LP-DIR-T	BRa.23a	2.6	17.8	41.3	0	0	0	0	4	673	This study	hargrave 2017-09-27 12:43:46	LT-T-Z:LP-DIR-T	g	515	u	8	273			pmagpy-4.2.5	2.2699999999999998e-07	5.3299999999999996e-09	8.15e-09	3.81e-09
BRa.23a:LP-DIR-T5.0	BRa.23a:LP-DIR-T	BRa.23a	1.6	18.3	41.2	0	0	0	0	5	723	This study	hargrave 2017-09-30 20:24:11	LT-T-Z:LP-DIR-T	g	516	u	8	273			pmagpy-4.2.5	2.21e-07	4.78e-09	3.2899999999999996e-09	3.17e-09
BRa.23a:LP-DIR-T6.0	BRa.23a:LP-DIR-T	BRa.23a	2.1	19.3	40.3	0	0	0	0	6	773	This study	hargrave 2017-10-14 17:19:15	LT-T-Z:LP-DIR-T	g	517	u	8	273			pmagpy-4.2.5	2.03e-07	4.5e-09	5.11e-09	3.09e-09
BRa.23a:LP-DIR-T7.0	BRa.23a:LP-DIR-T	BRa.23a	2.2	16.7	39.8	0	0	0	0	7	798	This study	hargrave 2017-10-22 12:28:07	LT-T-Z:LP-DIR-T	g	518	u	8	273			pmagpy-4.2.5	2e-07	3.9299999999999995e-09	6.42e-09	2.18e-09
BRa.23a:LP-DIR-T8.0	BRa.23a:LP-DIR-T	BRa.23a	2.4	16.4	40.5	0	0	0	0	8	823	This study	hargrave 2017-11-04 16:41:10	LT-T-Z:LP-DIR-T	g	519	u	8	273			pmagpy-4.2.5	1.8600000000000002e-07	3.58e-09	4.020000000000001e-09	5.7700000000000005e-09
BRa.23a:LP-DIR-T9.0	BRa.23a:LP-DIR-T	BRa.23a	5.9	8.1	40.8	0	0	0	0	9	828	This study	hargrave 2017-11-18 17:45:49	LT-T-Z:LP-DIR-T	b	520	u	8	273			pmagpy-4.2.5	1.8399999999999998e-07	3.8e-09	1.86e-08	2.7399999999999996e-09
BRa.23a:LP-DIR-T10.0	BRa.23a:LP-DIR-T	BRa.23a	21.4	21.9	43.3	0	0	0	0	10	833	This study	hargrave 2018-01-23 12:47:43	LT-T-Z:LP-DIR-T	b	521	u	8	273			pmagpy-4.2.5	1.72e-07	5.51e-08	3.83e-08	2.72e-09
BRa.23a:LP-DIR-T11.0	BRa.23a:LP-DIR-T	BRa.23a	1.6	17.1	40.9	0	0	0	0	11	833	This study	hargrave 2018-01-23 14:02:01	LT-T-Z:LP-DIR-T	g	522	u	8	273			pmagpy-4.2.5	1.83e-07	3.07e-09	3.22e-09	3.17e-09
BRa.23a:LP-DIR-T12.0	BRa.23a:LP-DIR-T	BRa.23a	2.8	18.1	39.8	0	0	0	0	12	838	This study	hargrave 2018-02-11 19:16:26	LT-T-Z:LP-DIR-T	g	523	u	8	273			pmagpy-4.2.5	1.75e-07	5.08e-09	4.53e-09	5.2600000000000004e-09
BRa.23a:LP-DIR-T13.0	BRa.23a:LP-DIR-T	BRa.23a	3.1	18.8	40.3	0	0	0	0	13	843	This study	hargrave 2018-02-15 14:16:29	LT-T-Z:LP-DIR-T	g	524	u	8	273			pmagpy-4.2.5	1.72e-07	5.1200000000000005e-09	6.5e-09	4.62e-09
BRa.23a:LP-DIR-T14.0	BRa.23a:LP-DIR-T	BRa.23a	3.1	18.3	40.7	0	0	0	0	14	848	This study	hargrave 2018-02-25 14:11:30	LT-T-Z:LP-DIR-T	g	525	u	8	273			pmagpy-4.2.5	1.74e-07	3.6e-09	7.55e-09	5.660000000000001e-09
BRa.23a:LP-DIR-T15.0	BRa.23a:LP-DIR-T	BRa.23a	3.3	18.0	39.3	0	0	0	0	15	853	This study	hargrave 2018-03-08 18:34:12	LT-T-Z:LP-DIR-T	g	526	u	8	273			pmagpy-4.2.5	1.7600000000000001e-07	4.19e-09	9.1e-09	2.39e-09
BRa.23a:LP-DIR-T16.0	BRa.23a:LP-DIR-T	BRa.23a	2.2	17.2	40	0	0	0	0	16	873	This study	hargrave 2018-04-05 18:10:03	LT-T-Z:LP-DIR-T	g	527	u	8	273			pmagpy-4.2.5	1.7e-07	4.65e-09	2.7100000000000004e-09	4.09e-09
BRa.23a:LP-DIR-T17.0	BRa.23a:LP-DIR-T	BRa.23a	5.6	21.5	39.9	0	0	0	0	17	893	This study	hargrave 2018-04-08 12:39:46	LT-T-Z:LP-DIR-T	g	528	u	8	273			pmagpy-4.2.5	1.6100000000000003e-07	4.11e-09	1.5e-08	2.27e-09
BRa.23a:LP-DIR-T18.0	BRa.23a:LP-DIR-T	BRa.23a	2.9	17.7	39.3	0	0	0	0	18	903	This study	hargrave 2018-05-03 14:04:07	LT-T-Z:LP-DIR-T	g	529	u	8	273			pmagpy-4.2.5	1.56e-07	4.86e-09	5.08e-09	4.21e-09
BRa.23a:LP-DIR-T19.0	BRa.23a:LP-DIR-T	BRa.23a	4	14.3	39.8	0	0	0	0	19	913	This study	hargrave 2018-05-06 13:10:30	LT-T-Z:LP-DIR-T	g	530	u	8	273			pmagpy-4.2.5	1.51e-07	6.890000000000001e-09	5.390000000000001e-09	6.3e-09
BRa.23a:LP-DIR-T20.0	BRa.23a:LP-DIR-T	BRa.23a	3.5	13.1	39.4	0	0	0	0	20	918	This study	hargrave 2018-05-08 02:39:24	LT-T-Z:LP-DIR-T	g	531	u	8	273			pmagpy-4.2.5	1.49e-07	5.41e-09	5.97e-09	4.82e-09
BRa.23a:LP-DIR-T21.0	BRa.23a:LP-DIR-T	BRa.23a	1.7	19.3	38.7	0	0	0	0	21	923	This study	hargrave 2018-06-07 15:35:02	LT-T-Z:LP-DIR-T	g	532	u	8	273			pmagpy-4.2.5	1.43e-07	2.26e-09	2.7899999999999997e-09	2.3e-09
BRa.23a:LP-DIR-T22.0	BRa.23a:LP-DIR-T	BRa.23a	2.1	16.5	38.7	0	0	0	0	22	928	This study	hargrave 2018-06-22 11:57:36	LT-T-Z:LP-DIR-T	g	533	u	8	273			pmagpy-4.2.5	1.3800000000000002e-07	1.8e-09	5.01e-09	1.49e-09
BRa.23a:LP-DIR-T23.0	BRa.23a:LP-DIR-T	BRa.23a	2.1	18.6	38.3	0	0	0	0	23	933	This study	hargrave 2018-07-02 16:30:37	LT-T-Z:LP-DIR-T	g	534	u	8	273			pmagpy-4.2.5	1.29e-07	2.42e-09	3.8200000000000005e-09	1.8e-09
BRa.23a:LP-DIR-T24.0	BRa.23a:LP-DIR-T	BRa.23a	2.2	16.4	38.7	0	0	0	0	24	938	This study	hargrave 2018-08-21 10:52:14	LT-T-Z:LP-DIR-T	g	535	u	8	273			pmagpy-4.2.5	1.1699999999999999e-07	2.0999999999999998e-09	3.829999999999999e-09	1.51e-09
BRa.23a:LP-DIR-T25.0	BRa.23a:LP-DIR-T	BRa.23a	6.2	17.3	41.9	0	0	0	0	25	941	This study	hargrave 2018-10-31 12:37:13	LT-T-Z:LP-DIR-T	g	536	u	8	273			pmagpy-4.2.5	1.13e-07	3.5600000000000005e-09	1.1100000000000002e-08	5.25e-09
BRa.23a:LP-DIR-T26.0	BRa.23a:LP-DIR-T	BRa.23a	3.5	13.8	39.3	0	0	0	0	26	944	This study	hargrave 2018-11-01 12:49:07	LT-T-Z:LP-DIR-T	g	537	u	8	273			pmagpy-4.2.5	9.970000000000001e-08	2.53e-09	5.390000000000001e-09	1.5e-09
BRa.23a:LP-DIR-T27.0	BRa.23a:LP-DIR-T	BRa.23a	2	18.6	38.3	0	0	0	0	27	947	This study	hargrave 2018-11-02 17:07:37	LT-T-Z:LP-DIR-T	g	538	u	8	273			pmagpy-4.2.5	8.81e-08	1.7399999999999998e-09	2.44e-09	1.18e-09
BRa.23a:LP-DIR-T28.0	BRa.23a:LP-DIR-T	BRa.23a	2.1	19.6	38.4	0	0	0	0	28	949	This study	hargrave 2018-11-04 10:04:29	LT-T-Z:LP-DIR-T	g	539	u	8	273			pmagpy-4.2.5	7.969999999999999e-08	1.36e-09	2.53e-09	8.52e-10
BRa.23a:LP-DIR-T29.0	BRa.23a:LP-DIR-T	BRa.23a	1.8	13.0	37.8	0	0	0	0	29	952	This study	hargrave 2018-11-09 09:49:39	LT-T-Z:LP-DIR-T	g	540	u	8	273			pmagpy-4.2.5	5.89e-08	8.17e-10	1.62e-09	4.8e-10
BRa.23a:LP-DIR-T30.0	BRa.23a:LP-DIR-T	BRa.23a	1.6	14.7	36.3	0	0	0	0	30	954	This study	hargrave 2018-11-10 17:15:21	LT-T-Z:LP-DIR-T	g	541	u	8	273			pmagpy-4.2.5	4.64e-08	8.13e-10	1.16e-09	3.5000000000000003e-10
BRa.23a:LP-DIR-T31.0	BRa.23a:LP-DIR-T	BRa.23a	3.2	9.5	38.5	0	0	0	0	31	956	This study	hargrave 2018-11-12 17:08:28	LT-T-Z:LP-DIR-T	g	542	u	8	273			pmagpy-4.2.5	3.4500000000000005e-08	5.15e-10	1.89e-09	4.4499999999999996e-10
BRa.23a:LP-DIR-T32.0	BRa.23a:LP-DIR-T	BRa.23a	7	15.3	39.9	0	0	0	0	32	958	This study	hargrave 2018-11-13 10:45:02	LT-T-Z:LP-DIR-T	b	543	u	8	273			pmagpy-4.2.5	2.49e-08	1.0400000000000001e-09	2.98e-09	2.67e-10
BRa.23a:LP-DIR-T33.0	BRa.23a:LP-DIR-T	BRa.23a	3.5	11.1	39.7	0	0	0	0	33	958	This study	hargrave 2018-11-13 11:51:17	LT-T-Z:LP-DIR-T	g	544	u	8	273			pmagpy-4.2.5	2.4700000000000003e-08	9.149999999999999e-10	1.15e-09	4.5699999999999997e-10
BRa.23a:LP-DIR-T34.0	BRa.23a:LP-DIR-T	BRa.23a	7.1	18.2	35.9	0	0	0	0	34	960	This study	hargrave 2018-11-13 19:58:06	LT-T-Z:LP-DIR-T	b	545	u	8	273			pmagpy-4.2.5	1.24e-08	6.75e-10	1.4300000000000002e-09	1.8e-10
BRa.23a:LP-DIR-T35.0	BRa.23a:LP-DIR-T	BRa.23a	6.1	7.6	34.6	0	0	0	0	35	960	This study	hargrave 2018-11-13 20:45:35	LT-T-Z:LP-DIR-T	g	546	u	8	273			pmagpy-4.2.5	1.24e-08	5.39e-10	1.25e-09	1.6299999999999998e-10
BRa.23a:LP-DIR-T36.0	BRa.23a:LP-DIR-T	BRa.23a	5.3	7.9	33.3	0	0	0	0	36	962	This study	hargrave 2018-11-14 01:50:28	LT-T-Z:LP-DIR-T	g	547	u	8	273			pmagpy-4.2.5	5.11e-09	1.1599999999999999e-10	4.51e-10	8.029999999999998e-11
BRa.24a:LP-DIR-T	BRa.24a:LP-DIR-T	BRa.24a	3.1	105.3	13.1	0	0	0	0	0	273	This study	hargrave 2017-08-30 13:25:01	LT-NO:LP-DIR-T	g	548	u	8	273			pmagpy-4.2.5	4.14e-07	1.46e-08	9.670000000000002e-09	1.65e-08
BRa.24a:LP-DIR-T1.0	BRa.24a:LP-DIR-T	BRa.24a	3.3	105.0	12.7	0	0	0	0	1	373	This study	hargrave 2017-09-11 16:03:14	LT-T-Z:LP-DIR-T	g	549	u	8	273			pmagpy-4.2.5	4.1299999999999995e-07	1.71e-08	1.04e-08	1.66e-08
BRa.24a:LP-DIR-T2.0	BRa.24a:LP-DIR-T	BRa.24a	3.1	108.5	11.6	0	0	0	0	2	473	This study	hargrave 2017-09-18 13:42:21	LT-T-Z:LP-DIR-T	g	550	u	8	273			pmagpy-4.2.5	4.1200000000000004e-07	8.73e-09	1.18e-08	1.96e-08
BRa.24a:LP-DIR-T3.0	BRa.24a:LP-DIR-T	BRa.24a	3.3	102.2	11.1	0	0	0	0	3	573	This study	hargrave 2017-09-20 12:50:18	LT-T-Z:LP-DIR-T	g	551	u	8	273			pmagpy-4.2.5	4.02e-07	9.79e-09	1.57e-08	1.77e-08
BRa.24a:LP-DIR-T4.0	BRa.24a:LP-DIR-T	BRa.24a	3.8	103.2	10.8	0	0	0	0	4	673	This study	hargrave 2017-09-27 12:45:20	LT-T-Z:LP-DIR-T	g	552	u	8	273			pmagpy-4.2.5	3.84e-07	1.1699999999999999e-08	1.6799999999999998e-08	1.84e-08
BRa.24a:LP-DIR-T5.0	BRa.24a:LP-DIR-T	BRa.24a	2.8	101.0	11	0	0	0	0	5	723	This study	hargrave 2017-09-30 20:25:36	LT-T-Z:LP-DIR-T	g	553	u	8	273			pmagpy-4.2.5	3.7600000000000003e-07	9.68e-09	1.42e-08	1.1899999999999999e-08
BRa.24a:LP-DIR-T6.0	BRa.24a:LP-DIR-T	BRa.24a	3.5	103.5	12.7	0	0	0	0	6	773	This study	hargrave 2017-10-14 17:20:39	LT-T-Z:LP-DIR-T	g	554	u	8	273			pmagpy-4.2.5	3.4e-07	1.06e-08	9.07e-09	1.76e-08
BRa.24a:LP-DIR-T7.0	BRa.24a:LP-DIR-T	BRa.24a	2.5	103.8	12.8	0	0	0	0	7	798	This study	hargrave 2017-10-22 12:29:59	LT-T-Z:LP-DIR-T	g	555	u	8	273			pmagpy-4.2.5	3.32e-07	5.2e-09	9.82e-09	1.26e-08
BRa.24a:LP-DIR-T8.0	BRa.24a:LP-DIR-T	BRa.24a	3.6	104.8	14.8	0	0	0	0	8	823	This study	hargrave 2017-11-04 16:43:29	LT-T-Z:LP-DIR-T	g	556	u	8	273			pmagpy-4.2.5	3.03e-07	1.23e-08	6.11e-09	1.42e-08
BRa.24a:LP-DIR-T9.0	BRa.24a:LP-DIR-T	BRa.24a	3.3	105.2	18.6	0	0	0	0	9	828	This study	hargrave 2017-11-18 17:47:16	LT-T-Z:LP-DIR-T	g	557	u	8	273			pmagpy-4.2.5	2.95e-07	7.33e-09	1e-08	1.25e-08
BRa.24a:LP-DIR-T10.0	BRa.24a:LP-DIR-T	BRa.24a	26.2	118.0	22.5	0	0	0	0	10	833	This study	hargrave 2018-01-23 12:49:09	LT-T-Z:LP-DIR-T	b	558	u	8	273			pmagpy-4.2.5	2.62e-07	6.32e-08	1.12e-07	8.36e-09
BRa.24a:LP-DIR-T11.0	BRa.24a:LP-DIR-T	BRa.24a	3.5	107.9	19.8	0	0	0	0	11	833	This study	hargrave 2018-01-23 14:03:27	LT-T-Z:LP-DIR-T	g	559	u	8	273			pmagpy-4.2.5	2.89e-07	1.53e-08	3.85e-09	9.53e-09
BRa.24a:LP-DIR-T12.0	BRa.24a:LP-DIR-T	BRa.24a	3.5	109.8	23.2	0	0	0	0	12	838	This study	hargrave 2018-02-11 19:17:50	LT-T-Z:LP-DIR-T	g	560	u	8	273			pmagpy-4.2.5	2.7100000000000003e-07	9.540000000000001e-09	5.34e-09	1.3e-08
BRa.24a:LP-DIR-T13.0	BRa.24a:LP-DIR-T	BRa.24a	5.1	118.1	25.7	0	0	0	0	13	843	This study	hargrave 2018-02-15 14:35:32	LT-T-Z:LP-DIR-T	b	561	u	8	273			pmagpy-4.2.5	2.62e-07	1.47e-08	1.4299999999999999e-08	1.2099999999999999e-08
BRa.24a:LP-DIR-T14.0	BRa.24a:LP-DIR-T	BRa.24a	4.1	112.6	25.4	0	0	0	0	14	843	This study	hargrave 2018-02-15 15:41:44	LT-T-Z:LP-DIR-T	g	562	u	8	273			pmagpy-4.2.5	2.59e-07	7.58e-09	9.769999999999999e-09	1.4499999999999999e-08
BRa.24a:LP-DIR-T15.0	BRa.24a:LP-DIR-T	BRa.24a	2.5	111.9	26.6	0	0	0	0	15	848	This study	hargrave 2018-02-25 14:12:36	LT-T-Z:LP-DIR-T	g	563	u	8	273			pmagpy-4.2.5	2.64e-07	6.3e-09	4.35e-09	9.690000000000001e-09
BRa.24a:LP-DIR-T16.0	BRa.24a:LP-DIR-T	BRa.24a	4.5	110.5	28.3	0	0	0	0	16	853	This study	hargrave 2018-03-08 18:36:00	LT-T-Z:LP-DIR-T	g	564	u	8	273			pmagpy-4.2.5	2.63e-07	1.55e-08	1.06e-08	8.88e-09
BRa.24a:LP-DIR-T17.0	BRa.24a:LP-DIR-T	BRa.24a	1	115.3	29.7	0	0	0	0	17	873	This study	hargrave 2018-04-05 18:11:31	LT-T-Z:LP-DIR-T	g	565	u	8	273			pmagpy-4.2.5	2.53e-07	2.8199999999999998e-09	2.9600000000000005e-09	2.44e-09
BRa.24a:LP-DIR-T18.0	BRa.24a:LP-DIR-T	BRa.24a	1.3	121.1	30.4	0	0	0	0	18	893	This study	hargrave 2018-04-08 12:41:10	LT-T-Z:LP-DIR-T	g	566	u	8	273			pmagpy-4.2.5	2.4199999999999997e-07	4.07e-09	3.84e-09	2.02e-09
BRa.24a:LP-DIR-T19.0	BRa.24a:LP-DIR-T	BRa.24a	3	120.2	31.1	0	0	0	0	19	903	This study	hargrave 2018-05-03 14:05:35	LT-T-Z:LP-DIR-T	g	567	u	8	273			pmagpy-4.2.5	2.3399999999999998e-07	9.48e-09	7.809999999999998e-09	2.53e-09
BRa.24a:LP-DIR-T20.0	BRa.24a:LP-DIR-T	BRa.24a	5.6	122.7	32.1	0	0	0	0	20	913	This study	hargrave 2018-05-06 13:11:54	LT-T-Z:LP-DIR-T	g	568	u	8	273			pmagpy-4.2.5	2.2699999999999998e-07	1.99e-08	1.01e-08	2.7500000000000002e-09
BRa.24a:LP-DIR-T21.0	BRa.24a:LP-DIR-T	BRa.24a	1.7	119.6	31.6	0	0	0	0	21	918	This study	hargrave 2018-05-08 02:40:53	LT-T-Z:LP-DIR-T	g	569	u	8	273			pmagpy-4.2.5	2.22e-07	4.45e-09	4.91e-09	2.4e-09
BRa.24a:LP-DIR-T22.0	BRa.24a:LP-DIR-T	BRa.24a	1.3	120.4	30.5	0	0	0	0	22	923	This study	hargrave 2018-06-07 15:36:11	LT-T-Z:LP-DIR-T	g	570	u	8	273			pmagpy-4.2.5	2.1800000000000002e-07	3.4600000000000005e-09	4.18e-09	2.14e-09
BRa.24a:LP-DIR-T23.0	BRa.24a:LP-DIR-T	BRa.24a	1.6	115.9	31	0	0	0	0	23	928	This study	hargrave 2018-06-22 11:58:47	LT-T-Z:LP-DIR-T	g	571	u	8	273			pmagpy-4.2.5	2.1e-07	4.82e-09	3.3899999999999997e-09	2.53e-09
BRa.24a:LP-DIR-T24.0	BRa.24a:LP-DIR-T	BRa.24a	1.5	121.1	30.6	0	0	0	0	24	933	This study	hargrave 2018-07-02 16:32:03	LT-T-Z:LP-DIR-T	g	572	u	8	273			pmagpy-4.2.5	1.98e-07	4.0600000000000005e-09	3.4700000000000002e-09	1.4800000000000003e-09
BRa.24a:LP-DIR-T25.0	BRa.24a:LP-DIR-T	BRa.24a	1.5	120.9	31.4	0	0	0	0	25	938	This study	hargrave 2018-08-21 10:53:43	LT-T-Z:LP-DIR-T	g	573	u	8	273			pmagpy-4.2.5	1.8100000000000002e-07	3.09e-09	2.55e-09	2.6899999999999996e-09
BRa.24a:LP-DIR-T26.0	BRa.24a:LP-DIR-T	BRa.24a	4.6	125.1	30.2	0	0	0	0	26	941	This study	hargrave 2018-10-31 12:38:42	LT-T-Z:LP-DIR-T	g	574	u	8	273			pmagpy-4.2.5	1.73e-07	1.1299999999999999e-08	8e-09	2.8300000000000004e-09
BRa.24a:LP-DIR-T27.0	BRa.24a:LP-DIR-T	BRa.24a	4.2	123.8	31.2	0	0	0	0	27	944	This study	hargrave 2018-11-01 12:50:18	LT-T-Z:LP-DIR-T	g	575	u	8	273			pmagpy-4.2.5	1.6e-07	9.709999999999999e-09	6.48e-09	3.03e-09
BRa.24a:LP-DIR-T28.0	BRa.24a:LP-DIR-T	BRa.24a	2.4	121.6	30.8	0	0	0	0	28	947	This study	hargrave 2018-11-02 17:08:48	LT-T-Z:LP-DIR-T	g	576	u	8	273			pmagpy-4.2.5	1.42e-07	4.51e-09	3.19e-09	2.7e-09
BRa.24a:LP-DIR-T29.0	BRa.24a:LP-DIR-T	BRa.24a	1.4	123.9	31.4	0	0	0	0	29	949	This study	hargrave 2018-11-04 10:05:40	LT-T-Z:LP-DIR-T	g	577	u	8	273			pmagpy-4.2.5	1.26e-07	2.6600000000000003e-09	1.0300000000000002e-09	1.7399999999999998e-09
BRa.24a:LP-DIR-T30.0	BRa.24a:LP-DIR-T	BRa.24a	0.7	120.9	30.7	0	0	0	0	30	952	This study	hargrave 2018-11-09 09:51:07	LT-T-Z:LP-DIR-T	g	578	u	8	273			pmagpy-4.2.5	8.949999999999999e-08	7.729999999999999e-10	6.24e-10	6.279999999999999e-10
BRa.24a:LP-DIR-T31.0	BRa.24a:LP-DIR-T	BRa.24a	1.8	125.4	31.6	0	0	0	0	31	954	This study	hargrave 2018-11-10 17:16:32	LT-T-Z:LP-DIR-T	g	579	u	8	273			pmagpy-4.2.5	6.75e-08	1.65e-09	1.51e-09	4.2999999999999996e-10
BRa.24a:LP-DIR-T32.0	BRa.24a:LP-DIR-T	BRa.24a	11.6	130.4	29.2	0	0	0	0	32	956	This study	hargrave 2018-11-12 17:09:38	LT-T-Z:LP-DIR-T	b	580	u	8	273			pmagpy-4.2.5	4.87e-08	7.28e-09	6.990000000000001e-09	3.09e-10
BRa.24a:LP-DIR-T33.0	BRa.24a:LP-DIR-T	BRa.24a	1.3	125.7	29	0	0	0	0	33	956	This study	hargrave 2018-11-12 18:32:41	LT-T-Z:LP-DIR-T	g	581	u	8	273			pmagpy-4.2.5	4.9e-08	1.0499999999999999e-09	5.31e-10	5.84e-10
BRa.24a:LP-DIR-T34.0	BRa.24a:LP-DIR-T	BRa.24a	3.9	123.4	31.1	0	0	0	0	34	958	This study	hargrave 2018-11-13 10:46:15	LT-T-Z:LP-DIR-T	g	582	u	8	273			pmagpy-4.2.5	3.25e-08	1.8299999999999999e-09	1.51e-09	2.37e-10
BRa.24a:LP-DIR-T35.0	BRa.24a:LP-DIR-T	BRa.24a	11.8	116.6	26.2	0	0	0	0	35	960	This study	hargrave 2018-11-13 19:59:33	LT-T-Z:LP-DIR-T	b	583	u	8	273			pmagpy-4.2.5	1.55e-08	2.6899999999999996e-09	1.89e-09	8.240000000000001e-11
BRa.24a:LP-DIR-T36.0	BRa.24a:LP-DIR-T	BRa.24a	7.6	120.5	26	0	0	0	0	36	960	This study	hargrave 2018-11-13 20:47:06	LT-T-Z:LP-DIR-T	b	584	u	8	273			pmagpy-4.2.5	1.56e-08	1.6800000000000002e-09	1.27e-09	9e-11
BRa.24a:LP-DIR-T37.0	BRa.24a:LP-DIR-T	BRa.24a	7.2	121.0	25.6	0	0	0	0	37	960	This study	hargrave 2018-11-13 21:00:47	LT-T-Z:LP-DIR-T	g	585	u	8	273			pmagpy-4.2.5	1.6e-08	1.65e-09	1.22e-09	1.28e-10
BRa.24a:LP-DIR-T38.0	BRa.24a:LP-DIR-T	BRa.24a	7	137.1	35.8	0	0	0	0	38	962	This study	hargrave 2018-11-14 01:51:35	LT-T-Z:LP-DIR-T	g	586	u	8	273			pmagpy-4.2.5	5.73e-09	2.24e-10	7.330000000000001e-10	4.41e-11
BRa.24a:LP-DIR-T39.0	BRa.24a:LP-DIR-T	BRa.24a	6.6	136.6	36	0	0	0	0	39	962	This study	hargrave 2018-11-14 02:46:02	LT-T-Z:LP-DIR-T	g	587	u	8	273			pmagpy-4.2.5	5.579999999999999e-09	3.1600000000000005e-10	5.97e-10	6.820000000000001e-11
BRa.25a:LP-DIR-T	BRa.25a:LP-DIR-T	BRa.25a	1.6	120.7	21.1	0	0	0	0	0	273	This study	hargrave 2017-08-30 13:26:14	LT-NO:LP-DIR-T	g	588	u	8	273			pmagpy-4.2.5	3.48e-07	6.559999999999999e-09	3.27e-09	6.759999999999999e-09
BRa.25a:LP-DIR-T1.0	BRa.25a:LP-DIR-T	BRa.25a	1.6	121.1	20.6	0	0	0	0	1	373	This study	hargrave 2017-09-11 16:04:52	LT-T-Z:LP-DIR-T	g	589	u	8	273			pmagpy-4.2.5	3.46e-07	4.6799999999999996e-09	6.13e-09	6.9700000000000005e-09
BRa.25a:LP-DIR-T2.0	BRa.25a:LP-DIR-T	BRa.25a	1.4	120.3	20.5	0	0	0	0	2	473	This study	hargrave 2017-09-18 13:43:53	LT-T-Z:LP-DIR-T	g	590	u	8	273			pmagpy-4.2.5	3.44e-07	4.220000000000001e-09	3.74e-09	6.16e-09
BRa.25a:LP-DIR-T3.0	BRa.25a:LP-DIR-T	BRa.25a	2.6	120.3	20.4	0	0	0	0	3	573	This study	hargrave 2017-09-20 12:51:52	LT-T-Z:LP-DIR-T	g	591	u	8	273			pmagpy-4.2.5	3.36e-07	1.31e-08	5.679999999999999e-09	6.509999999999999e-09
BRa.25a:LP-DIR-T4.0	BRa.25a:LP-DIR-T	BRa.25a	1.5	120.6	20.7	0	0	0	0	4	673	This study	hargrave 2017-09-27 12:46:54	LT-T-Z:LP-DIR-T	g	592	u	8	273			pmagpy-4.2.5	3.24e-07	4.6100000000000004e-09	3.22e-09	6.55e-09
BRa.25a:LP-DIR-T5.0	BRa.25a:LP-DIR-T	BRa.25a	2	117.8	21.2	0	0	0	0	5	723	This study	hargrave 2017-09-30 20:27:06	LT-T-Z:LP-DIR-T	g	593	u	8	273			pmagpy-4.2.5	3.19e-07	7.27e-09	6.21e-09	5.73e-09
BRa.25a:LP-DIR-T6.0	BRa.25a:LP-DIR-T	BRa.25a	1.8	117.2	20.6	0	0	0	0	6	773	This study	hargrave 2017-10-14 17:22:07	LT-T-Z:LP-DIR-T	g	594	u	8	273			pmagpy-4.2.5	3e-07	5.15e-09	5.1900000000000005e-09	6.09e-09
